system,protocol,fold,k,alpha,MAE_data,MAE_users,RMSE,RMSE_users,CR
FUS,A_warm,7,24,0.0,0.7588,0.7672,0.9722,0.9461,0.9977
FUS,A_warm,7,26,0.0,0.7579,0.7658,0.9705,0.9439,0.9984
FUS,A_warm,7,28,0.0,0.7554,0.7642,0.9671,0.9416,0.9986
FUS,A_warm,7,30,0.0,0.7531,0.7609,0.9636,0.9379,0.9989
FUS,A_warm,7,32,0.0,0.7518,0.7595,0.9621,0.9357,0.9991
FUS,A_warm,7,34,0.0,0.7509,0.7587,0.9608,0.9342,0.9994
FUS,A_warm,7,36,0.0,0.7501,0.7576,0.9596,0.9328,0.9994
FUS,A_warm,7,38,0.0,0.7489,0.7563,0.958,0.9312,0.9995
FUS,A_warm,7,40,0.0,0.7476,0.7556,0.9559,0.9296,0.9996
FUS,A_warm,7,42,0.0,0.7476,0.7554,0.9556,0.929,0.9997
FUS,A_warm,7,44,0.0,0.747,0.7549,0.9549,0.9282,0.9997
FUS,A_warm,7,46,0.0,0.7459,0.7539,0.9538,0.9269,0.9997
FUS,A_warm,7,48,0.0,0.7447,0.7526,0.9524,0.9253,0.9997
FUS,A_warm,7,50,0.0,0.7444,0.7525,0.952,0.9251,0.9997
FUS,A_warm,7,1,0.7,0.8885,0.9045,1.1658,1.1138,0.5791
FUS,A_warm,7,2,0.7,0.8663,0.8777,1.125,1.0834,0.7791
FUS,A_warm,7,4,0.7,0.8412,0.8431,1.0862,1.0461,0.8988
FUS,A_warm,7,6,0.7,0.8175,0.8217,1.0525,1.0191,0.9405
FUS,A_warm,7,8,0.7,0.8,0.8032,1.0311,0.9982,0.9636
FUS,A_warm,7,10,0.7,0.793,0.7954,1.0206,0.9876,0.9737
FUS,A_warm,7,12,0.7,0.7887,0.7918,1.0151,0.9828,0.981
FUS,A_warm,7,14,0.7,0.7838,0.7868,1.0088,0.9763,0.9862
FUS,A_warm,7,16,0.7,0.7772,0.7812,1.0002,0.9696,0.9884
FUS,A_warm,7,18,0.7,0.7732,0.7766,0.996,0.9641,0.9906
FUS,A_warm,7,20,0.7,0.7713,0.7751,0.9916,0.9604,0.9918
FUS,A_warm,7,22,0.7,0.7683,0.773,0.9872,0.9563,0.9924
FUS,A_warm,7,24,0.7,0.7662,0.7711,0.9838,0.9536,0.9937
FUS,A_warm,7,26,0.7,0.7632,0.7675,0.9792,0.9486,0.9941
FUS,A_warm,7,28,0.7,0.7616,0.7671,0.9769,0.9471,0.995
FUS,A_warm,7,30,0.7,0.7606,0.766,0.9755,0.9457,0.9958
FUS,A_warm,7,32,0.7,0.7592,0.7647,0.9734,0.9439,0.9961
FUS,A_warm,7,34,0.7,0.7579,0.7637,0.9714,0.9422,0.9963
FUS,A_warm,7,36,0.7,0.7573,0.7635,0.9703,0.9414,0.9963
FUS,A_warm,7,38,0.7,0.7572,0.7634,0.97,0.941,0.9965
FUS,A_warm,7,40,0.7,0.7564,0.7631,0.9689,0.9406,0.9965
FUS,A_warm,7,42,0.7,0.7561,0.7628,0.9678,0.9396,0.9965
FUS,A_warm,7,44,0.7,0.755,0.7619,0.9664,0.9379,0.9965
FUS,A_warm,7,46,0.7,0.7544,0.761,0.9652,0.9366,0.9966
FUS,A_warm,7,48,0.7,0.7535,0.7603,0.9638,0.9354,0.9966
FUS,A_warm,7,50,0.7,0.7529,0.7595,0.9635,0.935,0.9966
FUS,A_warm,7,1,0.8,0.8845,0.9043,1.1554,1.1093,0.5718
FUS,A_warm,7,2,0.8,0.8707,0.8865,1.1313,1.095,0.7712
FUS,A_warm,7,4,0.8,0.8394,0.845,1.0843,1.0472,0.8903
FUS,A_warm,7,6,0.8,0.8184,0.8225,1.0556,1.0201,0.9344
FUS,A_warm,7,8,0.8,0.8036,0.8055,1.0346,0.9996,0.9567
FUS,A_warm,7,10,0.8,0.7986,0.8008,1.0283,0.9937,0.9705
FUS,A_warm,7,12,0.8,0.7916,0.795,1.0186,0.9858,0.9783
FUS,A_warm,7,14,0.8,0.7864,0.7899,1.0125,0.9801,0.9836
FUS,A_warm,7,16,0.8,0.7795,0.7837,1.0028,0.9718,0.9864
FUS,A_warm,7,18,0.8,0.7766,0.7799,0.9996,0.9667,0.9898
FUS,A_warm,7,20,0.8,0.7739,0.7774,0.9955,0.9633,0.9908
FUS,A_warm,7,22,0.8,0.7716,0.776,0.9911,0.9596,0.9917
FUS,A_warm,7,24,0.8,0.7702,0.7741,0.9891,0.9571,0.9928
FUS,A_warm,7,26,0.8,0.768,0.7723,0.9861,0.9542,0.9932
FUS,A_warm,7,28,0.8,0.7663,0.7712,0.9828,0.9522,0.9938
FUS,A_warm,7,30,0.8,0.7649,0.7705,0.9811,0.9511,0.9947
FUS,A_warm,7,32,0.8,0.7634,0.7692,0.9782,0.9484,0.995
FUS,A_warm,7,34,0.8,0.762,0.7674,0.9757,0.9456,0.995
FUS,A_warm,7,36,0.8,0.7615,0.7675,0.9743,0.9452,0.9952
FUS,A_warm,7,38,0.8,0.7611,0.7669,0.9731,0.9439,0.9952
FUS,A_warm,7,40,0.8,0.7606,0.7665,0.9726,0.9434,0.9952
FUS,A_warm,7,42,0.8,0.7596,0.7659,0.9713,0.9421,0.9952
FUS,A_warm,7,44,0.8,0.7586,0.7647,0.9698,0.9404,0.9953
FUS,A_warm,7,46,0.8,0.7583,0.7643,0.9686,0.9392,0.9955
FUS,A_warm,7,48,0.8,0.7578,0.764,0.968,0.9383,0.996
FUS,A_warm,7,50,0.8,0.7575,0.7637,0.9676,0.9379,0.9961
FUS,A_warm,7,1,0.9,0.8944,0.9109,1.1626,1.114,0.5761
FUS,A_warm,7,2,0.9,0.8739,0.8897,1.1303,1.0966,0.7631
FUS,A_warm,7,4,0.9,0.8371,0.844,1.0801,1.0465,0.8932
FUS,A_warm,7,6,0.9,0.8186,0.8258,1.057,1.0253,0.9371
FUS,A_warm,7,8,0.9,0.8049,0.8116,1.0388,1.0097,0.9573
FUS,A_warm,7,10,0.9,0.7949,0.8023,1.025,0.9981,0.9685
FUS,A_warm,7,12,0.9,0.7892,0.7951,1.0161,0.9882,0.9757
FUS,A_warm,7,14,0.9,0.785,0.7898,1.0101,0.9803,0.9796
FUS,A_warm,7,16,0.9,0.78,0.7864,1.0041,0.9753,0.9822
FUS,A_warm,7,18,0.9,0.7763,0.7825,0.9998,0.9699,0.9848
FUS,A_warm,7,20,0.9,0.7734,0.7793,0.9957,0.9659,0.986
FUS,A_warm,7,22,0.9,0.7717,0.7773,0.991,0.9614,0.9872
FUS,A_warm,7,24,0.9,0.7689,0.7745,0.9873,0.9571,0.988
FUS,A_warm,7,26,0.9,0.7675,0.7736,0.9846,0.9552,0.9889
FUS,A_warm,7,28,0.9,0.7654,0.7715,0.9819,0.9522,0.9893
FUS,A_warm,7,30,0.9,0.7644,0.7711,0.9807,0.9511,0.9898
FUS,A_warm,7,32,0.9,0.764,0.7716,0.9797,0.9509,0.9902
FUS,A_warm,7,34,0.9,0.7633,0.7708,0.9774,0.9487,0.9906
FUS,A_warm,7,36,0.9,0.7634,0.7707,0.9771,0.9482,0.9908
FUS,A_warm,7,38,0.9,0.7639,0.7709,0.9776,0.9484,0.9911
FUS,A_warm,7,40,0.9,0.7637,0.7709,0.9764,0.9471,0.9912
FUS,A_warm,7,42,0.9,0.7629,0.7696,0.9748,0.9451,0.9916
FUS,A_warm,7,44,0.9,0.7617,0.7685,0.974,0.9442,0.9918
FUS,A_warm,7,46,0.9,0.7618,0.7691,0.9734,0.944,0.9919
FUS,A_warm,7,48,0.9,0.7615,0.7684,0.9729,0.943,0.9922
FUS,A_warm,7,50,0.9,0.76,0.7667,0.9711,0.9416,0.9922
FUS,A_warm,8,1,0.0,0.8755,0.8884,1.1461,1.0922,0.6038
FUS,A_warm,8,2,0.0,0.8528,0.8629,1.1138,1.0748,0.7935
FUS,A_warm,8,4,0.0,0.8134,0.8191,1.0574,1.0193,0.9117
FUS,A_warm,8,6,0.0,0.7933,0.7966,1.0285,0.9919,0.9523
FUS,A_warm,8,8,0.0,0.7795,0.7836,1.0073,0.973,0.9721
FUS,A_warm,8,10,0.0,0.766,0.7702,0.9884,0.9545,0.9807
FUS,A_warm,8,12,0.0,0.7579,0.7625,0.9789,0.9443,0.9865
FUS,A_warm,8,14,0.0,0.751,0.7552,0.9692,0.9347,0.9899
FUS,A_warm,8,16,0.0,0.7459,0.7493,0.9623,0.9265,0.9936
FUS,A_warm,8,18,0.0,0.7427,0.745,0.9577,0.9211,0.9951
FUS,A_warm,8,20,0.0,0.7399,0.7418,0.9539,0.9164,0.9963
FUS,A_warm,8,22,0.0,0.7376,0.7401,0.9506,0.9134,0.9967
FUS,A_warm,8,24,0.0,0.7366,0.7397,0.9488,0.9123,0.9975
FUS,A_warm,8,26,0.0,0.7359,0.7383,0.9485,0.911,0.998
FUS,A_warm,8,28,0.0,0.7332,0.7359,0.9453,0.9078,0.9987
FUS,A_warm,8,30,0.0,0.7311,0.7346,0.9428,0.9064,0.9989
FUS,A_warm,8,32,0.0,0.7295,0.7323,0.9406,0.9036,0.999
FUS,A_warm,8,34,0.0,0.7282,0.731,0.9388,0.9016,0.9992
FUS,A_warm,8,36,0.0,0.7278,0.7308,0.9374,0.9007,0.9995
FUS,A_warm,8,38,0.0,0.7272,0.73,0.9364,0.8998,0.9996
FUS,A_warm,8,40,0.0,0.726,0.7281,0.9348,0.8976,0.9996
FUS,A_warm,8,42,0.0,0.7255,0.7278,0.9345,0.8975,0.9996
FUS,A_warm,8,44,0.0,0.7244,0.7268,0.933,0.8961,0.9997
FUS,A_warm,8,46,0.0,0.7246,0.7263,0.9328,0.8951,0.9999
FUS,A_warm,8,48,0.0,0.724,0.7254,0.9323,0.8939,0.9999
FUS,A_warm,8,50,0.0,0.7238,0.7253,0.9319,0.8937,0.9999
FUS,A_warm,8,1,0.7,0.8819,0.8948,1.1537,1.0991,0.5753
FUS,A_warm,8,2,0.7,0.8512,0.8625,1.1083,1.0724,0.7707
FUS,A_warm,8,4,0.7,0.815,0.8197,1.0603,1.0235,0.8959
FUS,A_warm,8,6,0.7,0.7892,0.7917,1.0254,0.9861,0.9415
FUS,A_warm,8,8,0.7,0.7765,0.7808,1.0092,0.9726,0.9616
FUS,A_warm,8,10,0.7,0.7698,0.7753,0.9964,0.9616,0.9724
FUS,A_warm,8,12,0.7,0.7639,0.7701,0.9865,0.9533,0.9788
FUS,A_warm,8,14,0.7,0.7579,0.7638,0.9767,0.9429,0.9841
FUS,A_warm,8,16,0.7,0.7517,0.7573,0.9692,0.9347,0.9882
FUS,A_warm,8,18,0.7,0.7483,0.753,0.965,0.9295,0.9897
FUS,A_warm,8,20,0.7,0.7435,0.7482,0.9581,0.9228,0.9903
FUS,A_warm,8,22,0.7,0.7431,0.7473,0.9557,0.9205,0.9918
FUS,A_warm,8,24,0.7,0.7425,0.7474,0.954,0.9192,0.9923
FUS,A_warm,8,26,0.7,0.74,0.7443,0.9506,0.9152,0.9929
FUS,A_warm,8,28,0.7,0.7393,0.7443,0.9505,0.9157,0.9941
FUS,A_warm,8,30,0.7,0.7379,0.7431,0.9482,0.9134,0.9946
FUS,A_warm,8,32,0.7,0.737,0.742,0.9464,0.9111,0.9952
FUS,A_warm,8,34,0.7,0.7353,0.7399,0.9444,0.9084,0.9952
FUS,A_warm,8,36,0.7,0.7339,0.7385,0.9429,0.9069,0.9956
FUS,A_warm,8,38,0.7,0.7332,0.7374,0.9422,0.9057,0.9957
FUS,A_warm,8,40,0.7,0.7326,0.7371,0.9418,0.9054,0.9962
FUS,A_warm,8,42,0.7,0.7324,0.7374,0.9414,0.9049,0.9965
FUS,A_warm,8,44,0.7,0.7315,0.736,0.9404,0.9038,0.9965
FUS,A_warm,8,46,0.7,0.7306,0.7352,0.9394,0.9026,0.9965
FUS,A_warm,8,48,0.7,0.7307,0.7349,0.9391,0.9019,0.9967
FUS,A_warm,8,50,0.7,0.7296,0.7334,0.9376,0.9002,0.9969
FUS,A_warm,8,1,0.8,0.8776,0.8949,1.1432,1.0971,0.572
FUS,A_warm,8,2,0.8,0.8451,0.8645,1.0985,1.0716,0.7633
FUS,A_warm,8,4,0.8,0.8113,0.8205,1.0571,1.023,0.8949
FUS,A_warm,8,6,0.8,0.7963,0.8031,1.0323,0.9982,0.9407
FUS,A_warm,8,8,0.8,0.7842,0.792,1.0158,0.9845,0.9613
FUS,A_warm,8,10,0.8,0.7761,0.7811,1.0013,0.9685,0.9738
FUS,A_warm,8,12,0.8,0.7699,0.7767,0.9907,0.9595,0.9807
FUS,A_warm,8,14,0.8,0.7624,0.7691,0.9804,0.9489,0.9858
FUS,A_warm,8,16,0.8,0.7568,0.7623,0.9729,0.9402,0.9887
FUS,A_warm,8,18,0.8,0.7537,0.7585,0.9695,0.9358,0.9899
FUS,A_warm,8,20,0.8,0.7505,0.7551,0.9638,0.9298,0.9912
FUS,A_warm,8,22,0.8,0.7486,0.7536,0.9611,0.927,0.9926
FUS,A_warm,8,24,0.8,0.7468,0.7519,0.9581,0.9243,0.9931
FUS,A_warm,8,26,0.8,0.7451,0.7499,0.956,0.9219,0.9938
FUS,A_warm,8,28,0.8,0.7424,0.7475,0.9535,0.9203,0.9948
FUS,A_warm,8,30,0.8,0.7409,0.746,0.9518,0.9184,0.9953
FUS,A_warm,8,32,0.8,0.7396,0.7445,0.9503,0.9167,0.9955
FUS,A_warm,8,34,0.8,0.738,0.7434,0.9481,0.9145,0.9957
FUS,A_warm,8,36,0.8,0.737,0.7422,0.9475,0.9134,0.9957
FUS,A_warm,8,38,0.8,0.7364,0.7411,0.947,0.9122,0.9957
FUS,A_warm,8,40,0.8,0.7354,0.7394,0.9459,0.9102,0.9957
FUS,A_warm,8,42,0.8,0.7345,0.7387,0.945,0.9092,0.996
FUS,A_warm,8,44,0.8,0.7339,0.7378,0.9441,0.908,0.996
FUS,A_warm,8,46,0.8,0.7338,0.7376,0.9437,0.9073,0.996
FUS,A_warm,8,48,0.8,0.7332,0.737,0.9428,0.9063,0.9962
FUS,A_warm,8,50,0.8,0.7327,0.7367,0.942,0.9057,0.9963
FUS,A_warm,8,1,0.9,0.8802,0.9043,1.1471,1.1091,0.5686
FUS,A_warm,8,2,0.9,0.8453,0.8609,1.1005,1.0693,0.7641
FUS,A_warm,8,4,0.9,0.8157,0.8229,1.0626,1.0269,0.8966
FUS,A_warm,8,6,0.9,0.7987,0.8003,1.0349,0.9957,0.9394
FUS,A_warm,8,8,0.9,0.7866,0.7893,1.0191,0.9816,0.9596
FUS,A_warm,8,10,0.9,0.7773,0.7818,1.0055,0.971,0.9707
FUS,A_warm,8,12,0.9,0.7705,0.7763,0.9949,0.9615,0.9775
FUS,A_warm,8,14,0.9,0.7648,0.7703,0.9859,0.9521,0.9826
FUS,A_warm,8,16,0.9,0.7579,0.7626,0.9767,0.942,0.9853
FUS,A_warm,8,18,0.9,0.7549,0.7589,0.9724,0.9367,0.9869
FUS,A_warm,8,20,0.9,0.7513,0.7553,0.9673,0.9319,0.9892
FUS,A_warm,8,22,0.9,0.7493,0.7536,0.9644,0.9291,0.9904
FUS,A_warm,8,24,0.9,0.7483,0.7528,0.963,0.9278,0.9907
FUS,A_warm,8,26,0.9,0.7468,0.7517,0.9619,0.927,0.9918
FUS,A_warm,8,28,0.9,0.7455,0.7503,0.9599,0.9249,0.9926
FUS,A_warm,8,30,0.9,0.7432,0.7477,0.9566,0.9213,0.9929
FUS,A_warm,8,32,0.9,0.7414,0.7462,0.9543,0.9193,0.9932
FUS,A_warm,8,34,0.9,0.74,0.7452,0.9528,0.9177,0.9932
FUS,A_warm,8,36,0.9,0.7395,0.7443,0.9522,0.9166,0.9933
FUS,A_warm,8,38,0.9,0.7387,0.743,0.9517,0.9158,0.9933
FUS,A_warm,8,40,0.9,0.738,0.7421,0.9505,0.9144,0.9937
FUS,A_warm,8,42,0.9,0.7375,0.7416,0.9495,0.9137,0.9938
FUS,A_warm,8,44,0.9,0.7362,0.7404,0.948,0.912,0.9938
FUS,A_warm,8,46,0.9,0.7361,0.7403,0.9471,0.9109,0.9941
FUS,A_warm,8,48,0.9,0.7352,0.7395,0.9464,0.9102,0.9941
FUS,A_warm,8,50,0.9,0.7347,0.739,0.9456,0.9094,0.9943
FUS,A_warm,9,1,0.0,0.8852,0.9144,1.168,1.125,0.5886
FUS,A_warm,9,2,0.0,0.8676,0.8824,1.1275,1.0906,0.7804
FUS,A_warm,9,4,0.0,0.8243,0.8384,1.0638,1.0389,0.8989
FUS,A_warm,9,6,0.0,0.7962,0.8121,1.0305,1.0114,0.9423
FUS,A_warm,9,8,0.0,0.785,0.8022,1.0123,0.9931,0.9636
FUS,A_warm,9,10,0.0,0.7755,0.7928,0.9964,0.9796,0.9772
FUS,A_warm,9,12,0.0,0.7689,0.7851,0.9878,0.9701,0.984
FUS,A_warm,9,14,0.0,0.7615,0.7774,0.9796,0.9612,0.9877
FUS,A_warm,9,16,0.0,0.7575,0.7727,0.9729,0.9548,0.9904
FUS,A_warm,9,18,0.0,0.7557,0.7728,0.9699,0.9541,0.9922
FUS,A_warm,9,20,0.0,0.7518,0.7694,0.9656,0.951,0.9935
FUS,A_warm,9,22,0.0,0.7491,0.7675,0.9622,0.9485,0.9942
FUS,A_warm,9,24,0.0,0.7465,0.7654,0.9585,0.9454,0.9955
FUS,A_warm,9,26,0.0,0.7452,0.7648,0.9564,0.944,0.9963
FUS,A_warm,9,28,0.0,0.7432,0.7625,0.9537,0.941,0.9977
FUS,A_warm,9,30,0.0,0.7419,0.7618,0.9519,0.9399,0.9981
FUS,A_warm,9,32,0.0,0.7406,0.7606,0.9499,0.9378,0.9985
FUS,A_warm,9,34,0.0,0.7398,0.7596,0.9484,0.9365,0.9989
FUS,A_warm,9,36,0.0,0.7396,0.759,0.9478,0.9354,0.9992
FUS,A_warm,9,38,0.0,0.7392,0.7589,0.9462,0.9342,0.9995
FUS,A_warm,9,40,0.0,0.7383,0.7576,0.9455,0.9331,0.9996
FUS,A_warm,9,42,0.0,0.7373,0.7562,0.9437,0.9309,0.9997
FUS,A_warm,9,44,0.0,0.7374,0.756,0.943,0.9296,0.9999
FUS,A_warm,9,46,0.0,0.7365,0.7556,0.942,0.929,0.9999
FUS,A_warm,9,48,0.0,0.7365,0.7559,0.9414,0.9289,0.9999
FUS,A_warm,9,50,0.0,0.7352,0.7549,0.9396,0.9276,1.0
FUS,A_warm,9,1,0.7,0.8968,0.9224,1.1834,1.137,0.5686
FUS,A_warm,9,2,0.7,0.8708,0.8892,1.1345,1.101,0.7558
FUS,A_warm,9,4,0.7,0.829,0.8421,1.0727,1.0444,0.8847
FUS,A_warm,9,6,0.7,0.8076,0.8219,1.0447,1.0207,0.9347
FUS,A_warm,9,8,0.7,0.7946,0.8124,1.0233,1.0036,0.9558
FUS,A_warm,9,10,0.7,0.7813,0.7974,1.0062,0.9851,0.9689
FUS,A_warm,9,12,0.7,0.7746,0.7893,0.9982,0.9766,0.976
FUS,A_warm,9,14,0.7,0.7699,0.7844,0.9902,0.9694,0.979
FUS,A_warm,9,16,0.7,0.767,0.7812,0.9849,0.9653,0.9824
FUS,A_warm,9,18,0.7,0.7635,0.7788,0.9798,0.9616,0.986
FUS,A_warm,9,20,0.7,0.7605,0.7763,0.9767,0.9593,0.9883
FUS,A_warm,9,22,0.7,0.7572,0.774,0.9718,0.9552,0.9904
FUS,A_warm,9,24,0.7,0.7524,0.7697,0.9659,0.9501,0.9914
FUS,A_warm,9,26,0.7,0.7521,0.7689,0.965,0.9485,0.9924
FUS,A_warm,9,28,0.7,0.7504,0.7672,0.9628,0.9465,0.9932
FUS,A_warm,9,30,0.7,0.7488,0.7663,0.9611,0.9457,0.9938
FUS,A_warm,9,32,0.7,0.7481,0.7659,0.9597,0.9445,0.9942
FUS,A_warm,9,34,0.7,0.7466,0.7635,0.9576,0.9417,0.9946
FUS,A_warm,9,36,0.7,0.7454,0.7625,0.9561,0.9404,0.995
FUS,A_warm,9,38,0.7,0.7448,0.7626,0.9553,0.9405,0.9952
FUS,A_warm,9,40,0.7,0.7431,0.761,0.9531,0.9382,0.9956
FUS,A_warm,9,42,0.7,0.7429,0.7608,0.9525,0.9377,0.9956
FUS,A_warm,9,44,0.7,0.7423,0.7599,0.9515,0.9364,0.9958
FUS,A_warm,9,46,0.7,0.7407,0.7585,0.9491,0.9344,0.996
FUS,A_warm,9,48,0.7,0.7404,0.7577,0.9479,0.933,0.996
FUS,A_warm,9,50,0.7,0.741,0.7587,0.9477,0.9333,0.996
FUS,A_warm,9,1,0.8,0.8957,0.91,1.17,1.1169,0.5618
FUS,A_warm,9,2,0.8,0.8732,0.89,1.1321,1.1,0.7495
FUS,A_warm,9,4,0.8,0.8272,0.8429,1.0691,1.0441,0.8852
FUS,A_warm,9,6,0.8,0.8036,0.8176,1.0383,1.014,0.9318
FUS,A_warm,9,8,0.8,0.7954,0.8101,1.023,1.0011,0.9563
FUS,A_warm,9,10,0.8,0.785,0.8002,1.0095,0.9888,0.967
FUS,A_warm,9,12,0.8,0.7777,0.7922,0.9993,0.9793,0.9746
FUS,A_warm,9,14,0.8,0.7751,0.7886,0.9931,0.9733,0.9794
FUS,A_warm,9,16,0.8,0.7733,0.7887,0.9906,0.973,0.9831
FUS,A_warm,9,18,0.8,0.7688,0.7839,0.9846,0.9672,0.9869
FUS,A_warm,9,20,0.8,0.7651,0.7812,0.9799,0.9639,0.988
FUS,A_warm,9,22,0.8,0.7611,0.7776,0.9751,0.9598,0.9894
FUS,A_warm,9,24,0.8,0.7577,0.7732,0.9711,0.955,0.9906
FUS,A_warm,9,26,0.8,0.7564,0.7725,0.9691,0.9535,0.9914
FUS,A_warm,9,28,0.8,0.7547,0.7702,0.9669,0.9504,0.9921
FUS,A_warm,9,30,0.8,0.7517,0.7678,0.9645,0.9485,0.9924
FUS,A_warm,9,32,0.8,0.7501,0.7668,0.9622,0.9465,0.9928
FUS,A_warm,9,34,0.8,0.7484,0.7658,0.9603,0.9448,0.9933
FUS,A_warm,9,36,0.8,0.7477,0.7642,0.9588,0.9427,0.994
FUS,A_warm,9,38,0.8,0.7471,0.7636,0.9572,0.9411,0.9945
FUS,A_warm,9,40,0.8,0.7466,0.7637,0.9563,0.9406,0.9948
FUS,A_warm,9,42,0.8,0.7461,0.7632,0.9555,0.9399,0.995
FUS,A_warm,9,44,0.8,0.7443,0.7608,0.9528,0.937,0.995
FUS,A_warm,9,46,0.8,0.7443,0.7606,0.9524,0.9363,0.995
FUS,A_warm,9,48,0.8,0.7437,0.7604,0.9515,0.9357,0.9951
FUS,A_warm,9,50,0.8,0.7436,0.7604,0.9509,0.9354,0.9952
FUS,A_warm,9,1,0.9,0.8894,0.9107,1.1572,1.113,0.5607
FUS,A_warm,9,2,0.9,0.866,0.8825,1.1205,1.0896,0.7473
FUS,A_warm,9,4,0.9,0.8206,0.8406,1.0598,1.039,0.8825
FUS,A_warm,9,6,0.9,0.8018,0.8167,1.0357,1.0127,0.9314
FUS,A_warm,9,8,0.9,0.7888,0.8045,1.0154,0.9965,0.9537
FUS,A_warm,9,10,0.9,0.7802,0.7957,1.0024,0.9846,0.9658
FUS,A_warm,9,12,0.9,0.7733,0.7885,0.9924,0.976,0.9729
FUS,A_warm,9,14,0.9,0.7683,0.7839,0.9841,0.9689,0.9765
FUS,A_warm,9,16,0.9,0.7652,0.7812,0.9783,0.9639,0.9796
FUS,A_warm,9,18,0.9,0.7629,0.7785,0.9738,0.9596,0.9821
FUS,A_warm,9,20,0.9,0.761,0.7783,0.9714,0.9581,0.9841
FUS,A_warm,9,22,0.9,0.7573,0.7742,0.9664,0.9536,0.9859
FUS,A_warm,9,24,0.9,0.7569,0.7741,0.966,0.9532,0.9872
FUS,A_warm,9,26,0.9,0.7557,0.7732,0.9648,0.9516,0.988
FUS,A_warm,9,28,0.9,0.7534,0.7708,0.9627,0.9494,0.9888
FUS,A_warm,9,30,0.9,0.7528,0.7721,0.9624,0.9511,0.9896
FUS,A_warm,9,32,0.9,0.7516,0.7709,0.9603,0.9487,0.9899
FUS,A_warm,9,34,0.9,0.7507,0.7696,0.9594,0.9473,0.9908
FUS,A_warm,9,36,0.9,0.7498,0.7685,0.958,0.9458,0.9913
FUS,A_warm,9,38,0.9,0.7492,0.7681,0.9575,0.945,0.9917
FUS,A_warm,9,40,0.9,0.7487,0.7675,0.9568,0.9444,0.9917
FUS,A_warm,9,42,0.9,0.748,0.767,0.956,0.9435,0.9917
FUS,A_warm,9,44,0.9,0.7472,0.7658,0.955,0.9423,0.9918
FUS,A_warm,9,46,0.9,0.7465,0.7649,0.9544,0.9414,0.9919
FUS,A_warm,9,48,0.9,0.7475,0.7663,0.9551,0.9424,0.9921
FUS,A_warm,9,50,0.9,0.7471,0.7656,0.9542,0.9414,0.9921
